vert1_x, vert1_y, vert1_z, vert2_x, vert2_y, vert2_z, vert3_x, vert3_y, vert3_z
 485.73,  100.95,    0.00,  491.88,   44.42,    0.00,  515.23,   72.69,    0.00
 485.73,  100.95,    0.00,  452.55,   45.65,    0.00,  491.88,   44.42,    0.00
 485.73,  100.95,    0.00,  515.23,   72.69,    0.00,  509.08,  139.05,    0.00
 485.73,  100.95,    0.00,  446.41,  102.18,    0.00,  452.55,   45.65,    0.00
 407.08,   80.06,    0.00,  413.23,   23.53,    0.00,  452.55,   45.65,    0.00
 407.08,   80.06,    0.00,  373.90,   24.76,    0.00,  413.23,   23.53,    0.00
 407.08,   80.06,    0.00,  452.55,   45.65,    0.00,  446.41,  102.18,    0.00
 407.08,   80.06,    0.00,  367.76,   81.29,    0.00,  373.90,   24.76,    0.00
 343.18,  109.55,    0.00,  349.32,   53.02,    0.00,  367.76,   81.29,    0.00
 343.18,  109.55,    0.00,  310.00,   54.25,    0.00,  349.32,   53.02,    0.00
 343.18,  109.55,    0.00,  367.76,   81.29,    0.00,  361.61,  147.65,    0.00
 343.18,  109.55,    0.00,  303.85,  110.78,    0.00,  310.00,   54.25,    0.00
 249.78,   89.89,    0.00,  255.93,   33.36,    0.00,  310.00,   54.25,    0.00
 249.78,   89.89,    0.00,  216.60,   34.59,    0.00,  255.93,   33.36,    0.00
 249.78,   89.89,    0.00,  310.00,   54.25,    0.00,  303.85,  110.78,    0.00
 249.78,   89.89,    0.00,  210.46,   91.12,    0.00,  216.60,   34.59,    0.00
 161.30,  108.33,    0.00,  167.44,   51.80,    0.00,  210.46,   91.12,    0.00
 161.30,  108.33,    0.00,  128.12,   53.02,    0.00,  167.44,   51.80,    0.00
 161.30,  108.33,    0.00,  210.46,   91.12,    0.00,  204.31,  157.48,    0.00
 161.30,  108.33,    0.00,  121.97,  109.55,    0.00,  128.12,   53.02,    0.00
  82.65,  109.55,    0.00,   88.79,   53.02,    0.00,  121.97,  109.55,    0.00
  82.65,  109.55,    0.00,   49.47,   54.25,    0.00,   88.79,   53.02,    0.00
  82.65,  109.55,    0.00,  121.97,  109.55,    0.00,  115.83,  175.92,    0.00
  82.65,  109.55,    0.00,   43.32,  110.78,    0.00,   49.47,   54.25,    0.00
 790.50,   54.25,    0.00,  751.18,   55.48,    0.00,  703.25,   28.45,    0.00
 703.25,   28.45,    0.00,  663.93,   29.68,    0.00,  560.70,   14.93,    0.00
 636.89,   56.71,    0.00,  663.93,   29.68,    0.00,  657.78,   86.21,    0.00
 636.89,   56.71,    0.00,  597.56,   57.94,    0.00,  663.93,   29.68,    0.00
 560.70,   14.93,    0.00,  663.93,   29.68,    0.00,  597.56,   57.94,    0.00
 491.88,   44.42,    0.00,  521.37,   16.16,    0.00,  515.23,   72.69,    0.00
 491.88,   44.42,    0.00,  452.55,   45.65,    0.00,  521.37,   16.16,    0.00
 413.23,   23.53,    0.00,  521.37,   16.16,    0.00,  452.55,   45.65,    0.00
 413.23,   23.53,    0.00,  373.90,   24.76,    0.00,  521.37,   16.16,    0.00
 349.32,   53.02,    0.00,  373.90,   24.76,    0.00,  367.76,   81.29,    0.00
 349.32,   53.02,    0.00,  310.00,   54.25,    0.00,  373.90,   24.76,    0.00
 255.93,   33.36,    0.00,  373.90,   24.76,    0.00,  310.00,   54.25,    0.00
 255.93,   33.36,    0.00,  216.60,   34.59,    0.00,  373.90,   24.76,    0.00
 167.44,   51.80,    0.00,  216.60,   34.59,    0.00,  210.46,   91.12,    0.00
 167.44,   51.80,    0.00,  128.12,   53.02,    0.00,  216.60,   34.59,    0.00
  88.79,   53.02,    0.00,  128.12,   53.02,    0.00,  121.97,  109.55,    0.00
  88.79,   53.02,    0.00,  216.60,   34.59,    0.00,  128.12,   53.02,    0.00
  88.79,   53.02,    0.00,   49.47,   54.25,    0.00,  216.60,   34.59,    0.00
 769.61,  574.09,    0.00,  730.29,  575.31,    0.00,  740.12,  520.01,    0.00
 682.36,  548.28,    0.00,  730.29,  575.31,    0.00,  616.00,  576.54,    0.00
 682.36,  548.28,    0.00,  616.00,  576.54,    0.00,  643.03,  549.51,    0.00
 682.36,  548.28,    0.00,  740.12,  520.01,    0.00,  730.29,  575.31,    0.00
 682.36,  548.28,    0.00,  643.03,  549.51,    0.00,  652.87,  494.21,    0.00
 616.00,  576.54,    0.00,  576.67,  577.77,    0.00,  586.50,  522.47,    0.00
 616.00,  576.54,    0.00,  730.29,  575.31,    0.00,  576.67,  577.77,    0.00
 539.81,  534.76,    0.00,  586.50,  522.47,    0.00,  576.67,  577.77,    0.00
 539.81,  534.76,    0.00,  500.48,  535.99,    0.00,  510.31,  480.69,    0.00
 539.81,  534.76,    0.00,  576.67,  577.77,    0.00,  500.48,  535.99,    0.00
 470.99,  564.25,    0.00,  431.66,  565.48,    0.00,  441.49,  510.18,    0.00
 470.99,  564.25,    0.00,  500.48,  535.99,    0.00,  576.67,  577.77,    0.00
 470.99,  564.25,    0.00,  576.67,  577.77,    0.00,  431.66,  565.48,    0.00
 392.34,  543.36,    0.00,  431.66,  565.48,    0.00,  328.43,  572.86,    0.00
 392.34,  543.36,    0.00,  328.43,  572.86,    0.00,  353.01,  544.59,    0.00
 392.34,  543.36,    0.00,  441.49,  510.18,    0.00,  431.66,  565.48,    0.00
 392.34,  543.36,    0.00,  353.01,  544.59,    0.00,  362.84,  489.29,    0.00
 328.43,  572.86,    0.00,  289.11,  574.09,    0.00,  298.94,  518.78,    0.00
 328.43,  572.86,    0.00,  431.66,  565.48,    0.00,  576.67,  577.77,    0.00
 328.43,  572.86,    0.00,  576.67,  577.77,    0.00,  289.11,  574.09,    0.00
 235.03,  553.19,    0.00,  298.94,  518.78,    0.00,  289.11,  574.09,    0.00
 235.03,  553.19,    0.00,  195.71,  554.42,    0.00,  205.54,  499.12,    0.00
 235.03,  553.19,    0.00,  289.11,  574.09,    0.00,  195.71,  554.42,    0.00
 146.55,  571.63,    0.00,  107.23,  572.86,    0.00,  117.06,  517.55,    0.00
 146.55,  571.63,    0.00,  195.71,  554.42,    0.00,  289.11,  574.09,    0.00
 146.55,  571.63,    0.00,  289.11,  574.09,    0.00,  107.23,  572.86,    0.00
  67.90,  572.86,    0.00,   28.58,  574.09,    0.00,   38.41,  518.78,    0.00
  67.90,  572.86,    0.00,  107.23,  572.86,    0.00,   28.58,  574.09,    0.00
  37.18,  177.15,    0.00,   39.64,  223.84,    0.00,   39.64,  349.19,    0.00
  37.18,  177.15,    0.00,   37.18,  400.81,    0.00,   33.49,  456.11,    0.00
  37.18,  177.15,    0.00,   39.64,  349.19,    0.00,   37.18,  400.81,    0.00
  37.18,  177.15,    0.00,   33.49,  456.11,    0.00,   28.58,  574.09,    0.00
  45.78,  290.21,    0.00,   39.64,  349.19,    0.00,   39.64,  223.84,    0.00
  38.41,  518.78,    0.00,   28.58,  574.09,    0.00,   33.49,  456.11,    0.00
 576.67,  577.77,    0.00,   28.58,  574.09,    0.00,  289.11,  574.09,    0.00
 289.11,  574.09,    0.00,   28.58,  574.09,    0.00,  107.23,  572.86,    0.00

